"question","references","corpus_id"
"Quyết định này quy định về vấn đề gì tại Trường Đại học Sư phạm Kỹ thuật Hưng Yên?","[{""content"": ""Quyết định này quy định về điều kiện, trình tự, thủ tục mở ngành đào tạo và đình chỉ tuyển sinh, thu hồi quyết định mở ngành đào tạo trình độ đại học tại Trường Đại học Sư phạm kỹ thuật Hưng Yên."", ""start_index"": 1396, ""end_index"": 1575}]","7eaadc98-639b-5ec4-a153-a87e6baf12f3"
"Khoa chuyên ngành cần phải làm rõ những gì nếu ngành đăng ký đào tạo chưa có trong Danh mục đào tạo?","[{""content"": ""Nếu ngành đăng ký đào tạo chưa có trong Danh mục đào tạo, khoa chuyên ngành phải làm rõ luận cứ khoa học, nhu cầu của xã hội về ngành mới này (trong đó có ít nhất 02 ý kiến về sự cần thiết đào tạo của 02 cơ quan, tổ chức có nhu cầu sử dụng nguồn nhân lực sau đào tạo) và thực tiễn, kinh nghiệm đào tạo của một số nước trên thế giới kèm theo ít nhất 02 chương trình đào tạo tham khảo của cơ sở giáo dục đại học nước ngoài đã được cơ quan có thẩm quyền công nhận về chất lượng hoặc cho phép thực hiện và cấp văn bằng (trừ các ngành chỉ có đào tạo ở Việt Nam hoặc các ngành liên quan đến an ninh, quốc phòng)."", ""start_index"": 1688, ""end_index"": 2453}]","edcaf435-7d6d-5943-a688-52d9f3f53870"
"Số lượng giảng viên cơ hữu tối thiểu cần có trình độ thạc sĩ trở lên cùng ngành hoặc ngành gần là bao nhiêu để mở ngành đào tạo trình độ đại học tại Trường Đại học Sư phạm Kỹ thuật Hưng Yên?","[{""content"": ""Cần có ít nhất 10 giảng viên cơ hữu có trình độ thạc sĩ trở lên cùng ngành hoặc ngành gần với ngành đăng ký đào tạo, trong đó có ít nhất 01 tiến sĩ và 04 thạc sĩ, hoặc 02 tiến sĩ và 02 thạc sĩ cùng ngành đăng ký đào tạo, trừ các ngành thuộc nhóm ngành ngôn ngữ và văn hoá nước ngoài."", ""start_index"": 2960, ""end_index"": 3314}]","edcaf435-7d6d-5943-a688-52d9f3f53870"
"Ai là người có thẩm quyền quyết định việc cho phép mở ngành đào tạo trình độ đại học tại Trường Đại học Sư phạm Kỹ thuật Hưng Yên?","[{""content"": ""Hiệu trưởng Trường Đại học Sư phạm Kỹ thuật Hưng Yên có thẩm quyền quyết định mở ngành đào tạo trình độ đại học khi đảm bảo các điều kiện theo quy định."", ""start_index"": -1, ""end_index"": -1}]","edcaf435-7d6d-5943-a688-52d9f3f53870"
"Hội đồng thẩm định chương trình đào tạo và các điều kiện đảm bảo chất lượng đào tạo cần đáp ứng những tiêu chuẩn và cơ cấu nào?","[{""content"": ""Hội đồng thẩm định có 05 hoặc 07 thành viên là các giáo sư, phó giáo sư, tiến sĩ (trừ thành viên đại diện cho đơn vị sử dụng lao động) đúng ngành hoặc ngành gần với ngành đào tạo đăng ký mở; trong đó có ít nhất một người đại diện cho đơn vị sử dụng lao động sau đào tạo; các thành viên Tổ soạn thảo chương trình không tham gia Hội đồng thẩm định. Hội đồng thẩm định gồm Chủ tịch, Thư ký và các ủy viên, trong đó có 02 ủy viên phản biện thuộc 02 cơ sở đào tạo khác nhau; Trường Đại học Sư phạm kỹ thuật Hưng Yên không tham gia hoặc chỉ cử 01 người tham gia Hội đồng thẩm định."", ""start_index"": 4559, ""end_index"": 5263}]","a722c6d2-46cf-5d83-96eb-40312263c5ee"
"Khoa chuyên ngành phải thực hiện những trách nhiệm gì liên quan đến hồ sơ đăng ký mở ngành đào tạo?","[{""content"": ""Khoa chuyên ngành phải đảm bảo tính trung thực, chính xác của hồ sơ đăng ký mở ngành đào tạo; cung cấp đầy đủ thông tin, tài liệu, minh chứng khi Hội đồng thẩm định hoặc các cơ quan có thẩm quyền yêu cầu; chịu trách nhiệm về các điều kiện bảo đảm chất lượng cho hoạt động đào tạo trình độ đại học; giới thiệu nhân sự tham gia Tổ soạn thảo chương trình đào tạo, Hội đồng thẩm định chương trình đào tạo; chịu sự quản lý, kiểm tra, thanh tra của Nhà trường, của Bộ Giáo dục và Đào tạo, và các cơ quan chức năng có thẩm quyền về các điều kiện đảm bảo chất lượng đào tạo."", ""start_index"": 8180, ""end_index"": 8730}]","a722c6d2-46cf-5d83-96eb-40312263c5ee"
"Những trường hợp nào dẫn đến việc Hiệu trưởng Trường Đại học SPKT Hưng Yên thu hồi quyết định mở ngành đào tạo?","[{""content"": ""Hiệu trưởng thu hồi quyết định mở ngành đào tạo khi có hành vi gian lận để được mở ngành đào tạo; vi phạm nghiêm trọng quy định về tuyển sinh, quản lý, tổ chức đào tạo; hết thời hạn đình chỉ tuyển sinh mà không khắc phục được nguyên nhân dẫn đến việc đình chỉ tuyển sinh; vi phạm quy định của pháp luật về giáo dục bị xử phạt vi phạm hành chính ở mức độ phải thu hồi quyết định mở ngành; các trường hợp khác theo quy định của pháp luật."", ""start_index"": 7281, ""end_index"": 7777}]","a722c6d2-46cf-5d83-96eb-40312263c5ee"
"Khi khoa chuyên ngành xây dựng xong chương trình đào tạo, Nhà trường có những bước nào để xác nhận các điều kiện đảm bảo chất lượng thực tế?","[{""content"": ""Sau khi khoa chuyên ngành xây dựng xong chương trình đào tạo, Nhà trường xác nhận các điều kiện đảm bảo chất lượng thực tế, Hiệu trưởng Nhà trường ra quyết định thành lập Hội đồng thẩm định chương trình đào tạo và các điều kiện đảm bảo chất lượng đào tạo."", ""start_index"": 4048, ""end_index"": 4276}]","a722c6d2-46cf-5d83-96eb-40312263c5ee"
"Khoa chuyên ngành bị đình chỉ tuyển sinh ngành đào tạo trong những trường hợp nào?","[{""content"": ""Khoa chuyên ngành bị đình chỉ tuyển sinh ngành đào tạo khi không đảm bảo một trong các điều kiện quy định tại Điều 2 của Quy định; không tuyển sinh được trong 03 năm liên tiếp; vi phạm quy định của pháp luật về giáo dục bị xử phạt vi phạm hành chính ở mức độ phải đình chỉ tuyển sinh; không thực hiện đúng nội dung khoản 1 Điều 10 của Quy định; các trường hợp khác theo quy định của pháp luật."", ""start_index"": 6745, ""end_index"": 7229}]","a722c6d2-46cf-5d83-96eb-40312263c5ee"
"Khoa chuyên ngành cần chuẩn bị những gì để đề nghị mở một ngành đào tạo mới theo quy định của Trường Đại học SPKT Hưng Yên?","[{""content"": ""Khoa chuyên ngành cần chuẩn bị công văn đề nghị mở ngành, trong đó tóm tắt quá trình xây dựng đề án và khẳng định đảm bảo các điều kiện mở ngành theo quy định. Đồng thời, cần chuẩn bị đề án mở ngành đào tạo theo mẫu, bao gồm đánh giá sự cần thiết, năng lực của cơ sở đào tạo và tóm tắt chương trình đào tạo."", ""start_index"": -1, ""end_index"": -1}]","949a9982-008a-5ba5-abc0-111da3a32ba4"
"Những minh chứng nào về nhu cầu xã hội đối với ngành đào tạo cần được cung cấp trong đề án mở ngành theo Phụ lục VII của Trường Đại học SPKT Hưng Yên?","[{""content"": ""Các minh chứng về nhu cầu xã hội bao gồm phiếu khảo sát tình hình việc làm của sinh viên tốt nghiệp trong cùng lĩnh vực ở địa phương, khu vực; ý kiến của các cơ quan, doanh nghiệp sử dụng lao động, dự báo nhu cầu nhân lực; và báo cáo tổng kết kết quả khảo sát."", ""start_index"": 1630, ""end_index"": 1974}]","949a9982-008a-5ba5-abc0-111da3a32ba4"
"Trường Đại học SPKT Hưng Yên yêu cầu những minh chứng gì về đội ngũ giảng viên cơ hữu đối với ngành đăng ký đào tạo chưa có trong Danh mục đào tạo?","[{""content"": ""Đối với ngành đăng ký đào tạo chưa có trong Danh mục đào tạo, cần cung cấp các minh chứng về đội ngũ giảng viên cơ hữu, bao gồm việc giảng viên đã dạy đại học ít nhất 05 năm và có ít nhất 02 công trình khoa học thuộc lĩnh vực ngành đăng ký đào tạo đã công bố trong 5 năm gần đây."", ""start_index"": 2966, ""end_index"": 3589}]","949a9982-008a-5ba5-abc0-111da3a32ba4"
"Quyết định số 1112/QĐ-ĐHSPKTHY của Trường Đại học Sư phạm Kỹ thuật Hưng Yên quy định về vấn đề gì?","[{""content"": ""Quyết định số 1112/QĐ-ĐHSPKTHY của Trường Đại học Sư phạm Kỹ thuật Hưng Yên quy định về việc quy định mức thu học phí năm học 2023-2024."", ""start_index"": 124, ""end_index"": 173}]","f8ea91b8-9d2e-55c3-8d5b-6b29fa7a3106"
"Nếu cơ quan có thẩm quyền ban hành văn bản chỉ đạo mới về học phí, Trường Đại học Sư phạm Kỹ thuật Hưng Yên sẽ xử lý như thế nào?","[{""content"": ""Nếu cơ quan có thẩm quyền ban hành văn bản chỉ đạo mới về học phí, Trường Đại học Sư phạm Kỹ thuật Hưng Yên sẽ có Quyết định điều chỉnh cho phù hợp (nếu cần)."", ""start_index"": 1151, ""end_index"": 1274}]","f8ea91b8-9d2e-55c3-8d5b-6b29fa7a3106"
"Mức học phí được quy định trong quyết định số 1112/QĐ-ĐHSPKTHY áp dụng cho những hình thức đào tạo nào của Trường Đại học Sư phạm Kỹ thuật Hưng Yên?","[{""content"": ""Mức học phí được quy định trong quyết định số 1112/QĐ-ĐHSPKTHY được áp dụng cho các lớp mở tại các cơ sở đào tạo của trường. Đối với các lớp mở ngoài trường theo hình thức liên kết đào tạo, mức thu học phí được ghi trong hợp đồng theo nguyên tắc lấy thu bù chi, phù hợp các quy định và các yếu tố đảm bảo chất lượng đào tạo."", ""start_index"": 1304, ""end_index"": 1566}]","f8ea91b8-9d2e-55c3-8d5b-6b29fa7a3106"
"Điều kiện để sinh viên được xét vào học sư phạm hoặc tiếp tục học sư phạm theo Quyết định số 408/QĐ-ĐHSPKT là gì?","[{""content"": ""Sinh viên phải đạt điểm trung bình chung học tập từ 7.5 điểm trở lên (tính điểm thi lần 1), không có môn nào có điểm dưới 6,5 theo thang điểm 10 và điểm rèn luyện từ loại khá trở lên."", ""start_index"": 2487, ""end_index"": 2655}]","62247e1a-758c-5b8e-bb2c-049abc9d9e34"
"Sinh viên sư phạm theo Quyết định số 408/QĐ-ĐHSPKT có những quyền lợi gì liên quan đến học phí?","[{""content"": ""Sinh viên đủ điều kiện được xét vào diện đào tạo giáo viên sau năm thứ nhất hoặc được bổ sung ở những năm học sau được miễn đóng học phí theo quy định hiện hành, nhưng nếu phải học lại học phần nào thì phải đóng học phí cho học phần đó theo quy định của nhà trường."", ""start_index"": 3338, ""end_index"": 3614}]","62247e1a-758c-5b8e-bb2c-049abc9d9e34"
"Quyết định số 408/QĐ-ĐHSPKT có hiệu lực từ khi nào và áp dụng cho những khóa tuyển sinh nào?","[{""content"": ""Quyết định có hiệu lực kể từ ngày ký (01 tháng 4 năm 2016) và được thực hiện từ đầu năm học 2016-2017, áp dụng cho sinh viên từ khóa tuyển sinh 2013 (K11) trở đi."", ""start_index"": 3914, ""end_index"": 4096}]","62247e1a-758c-5b8e-bb2c-049abc9d9e34"
"Trường Đại học Sư phạm Kỹ thuật Hưng Yên ban hành quy chế tuyển sinh và đào tạo trình độ thạc sĩ theo quyết định số mấy?","[{""content"": ""Theo quyết định số 339/QĐ-ĐHSPKT."", ""start_index"": -1, ""end_index"": -1}]","f4279018-15ce-5ae3-8acd-4e06b007a903"
"Quyết định ban hành Quy chế tuyển sinh và đào tạo trình độ thạc sĩ của Trường Đại học Sư phạm Kỹ thuật Hưng Yên có hiệu lực từ khi nào?","[{""content"": ""Quyết định có hiệu lực kể từ ngày ký và áp dụng đối với các khoá tuyển sinh sau ngày Quyết định có hiệu lực thi hành."", ""start_index"": 1149, ""end_index"": 1264}]","f4279018-15ce-5ae3-8acd-4e06b007a903"
"Thông tư nào của Bộ Giáo dục và Đào tạo được sử dụng làm căn cứ để ban hành Quy chế tuyển sinh và đào tạo trình độ thạc sĩ của Trường Đại học Sư phạm Kỹ thuật Hưng Yên?","[{""content"": ""Thông tư số 23/2021/TT-BGDĐT ngày 30/8/2021 của Bộ Giáo dục và Đào tạo ban hành Quy chế tuyển sinh và đào tạo trình độ thạc sĩ."", ""start_index"": 806, ""end_index"": 932}]","f4279018-15ce-5ae3-8acd-4e06b007a903"
"Trường Đại học Sư phạm Kỹ thuật Hưng Yên có những hình thức đào tạo thạc sĩ nào?","[{""content"": ""Trường Đại học Sư phạm Kỹ thuật Hưng Yên thực hiện đào tạo trình độ thạc sĩ theo hình thức đào tạo chính quy."", ""start_index"": -1, ""end_index"": -1}]","760a8a7c-d9f2-53e4-b605-281853b2874f"
"Thời gian đào tạo trình độ thạc sĩ tại Trường Đại học Sư phạm Kỹ thuật Hưng Yên là bao lâu?","[{""content"": ""Thời gian đào tạo trình độ thạc sĩ tại Trường Đại học Sư phạm Kỹ thuật Hưng Yên là 1,5 năm và thời gian tối đa để học viên hoàn thành khóa học là 3 năm."", ""start_index"": -1, ""end_index"": -1}]","760a8a7c-d9f2-53e4-b605-281853b2874f"
"Hội đồng nào có thẩm quyền xem xét và lập biên bản trình Hiệu trưởng công nhận chuyển đổi tín chỉ cho học viên?","[{""content"": ""Hội đồng Khoa của các khoa chuyên môn xem xét, lập biên bản trình Hiệu trưởng công nhận, chuyển đổi tín chỉ cho học viên."", ""start_index"": 7699, ""end_index"": 7759}]","760a8a7c-d9f2-53e4-b605-281853b2874f"
"Ứng viên không có bằng tốt nghiệp đại học ngành ngôn ngữ nước ngoài cần đáp ứng điều kiện gì về ngoại ngữ để dự tuyển chương trình thạc sĩ tại Trường Đại học Sư phạm Kỹ thuật Hưng Yên?","[{""content"": ""Ứng viên không có bằng tốt nghiệp đại học ngành ngôn ngữ nước ngoài cần đăng ký tham gia kỳ đánh giá năng lực Tiếng Anh tương đương trình độ bậc 3 Theo Khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam do Nhà Trường tổ chức."", ""start_index"": -1, ""end_index"": -1}]","760a8a7c-d9f2-53e4-b605-281853b2874f"
"Số tín chỉ tối đa được công nhận và chuyển đổi từ các chương trình đào tạo khác sang chương trình đào tạo thạc sĩ tại Trường Đại học Sư phạm Kỹ thuật Hưng Yên là bao nhiêu?","[{""content"": ""Số tín chỉ được công nhận và chuyển đổi trong trường hợp này không vượt quá 30 tín chỉ."", ""start_index"": 7465, ""end_index"": 7552}]","760a8a7c-d9f2-53e4-b605-281853b2874f"
"Trường Đại học Sư phạm Kỹ thuật Hưng Yên tổ chức tuyển sinh trình độ thạc sĩ mấy lần một năm?","[{""content"": ""Trường Đại học Sư phạm Kỹ thuật Hưng Yên tổ chức tuyển sinh trình độ thạc sĩ 02 lần một năm."", ""start_index"": -1, ""end_index"": -1}]","db523f57-abb5-5721-82b5-4fdba978c4ec"
"Hồ sơ đăng ký dự tuyển thạc sĩ tại Trường Đại học Sư phạm Kỹ thuật Hưng Yên có bắt buộc công văn cử đi dự thi của cơ quan quản lý đối với thí sinh tự do không?","[{""content"": ""Hồ sơ đăng ký dự tuyển thạc sĩ tại Trường Đại học Sư phạm Kỹ thuật Hưng Yên không yêu cầu công văn cử đi dự thi của Thủ trưởng cơ quan quản lý đối với thí sinh tự do."", ""start_index"": 1348, ""end_index"": 1417}]","db523f57-abb5-5721-82b5-4fdba978c4ec"
"Theo quy chế tuyển sinh và đào tạo trình độ thạc sĩ của Trường Đại học Sư phạm Kỹ thuật Hưng Yên, thông báo tuyển sinh được công bố công khai trên trang thông tin điện tử của nhà trường trước bao nhiêu ngày tính đến ngày kết thúc nhận hồ sơ dự tuyển?","[{""content"": ""Thông báo tuyển sinh được công bố công khai trên trang thông tin điện tử của Trường Đại học Sư phạm Kỹ thuật Hưng Yên ít nhất 45 ngày tính đến ngày kết thúc nhận hồ sơ dự tuyển."", ""start_index"": 2586, ""end_index"": 2761}]","db523f57-abb5-5721-82b5-4fdba978c4ec"
"Để trúng tuyển chương trình thạc sĩ tại Trường Đại học Sư phạm Kỹ thuật Hưng Yên, thí sinh phải đạt tối thiểu bao nhiêu phần trăm của thang điểm đối với mỗi môn thi?","[{""content"": ""Thí sinh thuộc diện xét trúng tuyển chương trình thạc sĩ tại Trường Đại học Sư phạm Kỹ thuật Hưng Yên phải đạt 50% của thang điểm đối với mỗi môn thi (sau khi đã cộng điểm ưu tiên, nếu có)."", ""start_index"": 10076, ""end_index"": 10199}]","db523f57-abb5-5721-82b5-4fdba978c4ec"
"Theo quy chế tuyển sinh và đào tạo trình độ thạc sĩ của Trường Đại học Sư phạm Kỹ thuật Hưng Yên, thành phần Ban Coi thi bao gồm những ai?","[{""content"": ""Thành phần Ban Coi thi tại Trường Đại học Sư phạm Kỹ thuật Hưng Yên bao gồm: Trưởng ban là Chủ tịch hoặc Phó Chủ tịch Hội đồng tuyển sinh kiêm nhiệm, Ủy viên thường trực do Trưởng ban thư ký Hội đồng tuyển sinh Nhà trường kiêm nhiệm, các ủy viên gồm cán bộ coi thi, cán bộ giám sát, trật tự viên, y tế, công an và các uỷ viên khác."", ""start_index"": 8217, ""end_index"": 8476}]","db523f57-abb5-5721-82b5-4fdba978c4ec"
"Địa điểm đào tạo trình độ thạc sĩ của Trường Đại học Sư phạm Kỹ thuật Hưng Yên được đặt ở đâu?","[{""content"": ""Địa điểm đào tạo trình độ thạc sĩ của Trường Đại học Sư phạm Kỹ thuật Hưng Yên được đặt tại các cơ sở của Nhà trường."", ""start_index"": 361, ""end_index"": 444}]","6bdd1a01-ca09-5d24-9605-153c95c4cd91"
"Trường Đại học Sư phạm Kỹ thuật Hưng Yên tổ chức đào tạo theo những hình thức nào?","[{""content"": ""Trường Đại học Sư phạm Kỹ thuật Hưng Yên tổ chức đào tạo theo khóa học, năm học và học kỳ."", ""start_index"": 594, ""end_index"": 644}]","6bdd1a01-ca09-5d24-9605-153c95c4cd91"
"Theo quy chế tuyển sinh và đào tạo trình độ thạc sĩ của Trường Đại học Sư phạm Kỹ thuật Hưng Yên, chậm nhất bao nhiêu ngày làm việc sau thời gian học kỳ được bắt đầu thì Phòng Đào tạo chốt kế hoạch đào tạo của học kỳ và dữ liệu đăng ký học của học viên?","[{""content"": ""Chậm nhất 21 ngày làm việc sau thời gian học kỳ được bắt đầu, Phòng Đào tạo chốt kế hoạch đào tạo của học kỳ và dữ liệu đăng ký học của học viên."", ""start_index"": 1439, ""end_index"": 1584}]","6bdd1a01-ca09-5d24-9605-153c95c4cd91"
"Hình thức đăng ký học tập các học phần của học viên Trường Đại học Sư phạm Kỹ thuật Hưng Yên được thực hiện như thế nào?","[{""content"": ""Hình thức đăng ký học tập thông qua cổng thông tin điện tử quản lý đào tạo của Nhà trường."", ""start_index"": 2950, ""end_index"": 3040}]","6bdd1a01-ca09-5d24-9605-153c95c4cd91"
"Theo Trường Đại học Sư phạm Kỹ thuật Hưng Yên, trọng số đánh giá điểm quá trình tham gia học tập (ĐQT) và điểm thi kết thúc học phần (KTHP) trong công thức tính điểm tổng kết của học phần là bao nhiêu?","[{""content"": ""Trọng số đánh giá điểm quá trình tham gia học tập (ĐQT) là 30% và điểm thi kết thúc học phần (KTHP) là 70%."", ""start_index"": -1, ""end_index"": -1}]","6bdd1a01-ca09-5d24-9605-153c95c4cd91"
"Hình thức tổ chức thi kết thúc học phần nào được áp dụng khi có thiên tai, dịch bệnh và các trường hợp bất khả kháng khác?","[{""content"": ""Trong trường hợp thiên tai, dịch bệnh và các trường hợp bất khả kháng khác, học phần có thể được đánh giá hoàn toàn bằng trực tuyến theo hướng dẫn của Nhà trường và Bộ GDĐT."", ""start_index"": 694, ""end_index"": 866}]","7aea2652-c9f9-5d72-9434-9c3fd99e39ad"
"Kết quả điểm ĐQT tối thiểu để học viên được dự thi kết thúc học phần là bao nhiêu, theo Quy chế tuyển sinh và đào tạo trình độ thạc sĩ của Trường Đại học Sư phạm Kỹ thuật Hưng Yên?","[{""content"": ""Điều kiện để được dự thi kết thúc học phần là kết quả ĐQT phải đạt từ 5,0 trở lên."", ""start_index"": 1336, ""end_index"": 1416}]","7aea2652-c9f9-5d72-9434-9c3fd99e39ad"
"Trong trường hợp tổ chức thi vấn đáp kết thúc học phần, cần tối thiểu bao nhiêu giảng viên thực hiện?","[{""content"": ""Đối với hình thức thi vấn đáp kết thúc học phần phải do 02 (hai) giảng viên thực hiện. Trường hợp có thiết bị và tổ chức ghi âm, ghi hình lưu giữ toàn bộ quá trình hỏi thi và trả lời vấn đáp thì có thể có 01 (một) giảng viên tham gia hỏi thi vấn đáp."", ""start_index"": 2088, ""end_index"": 2338}]","7aea2652-c9f9-5d72-9434-9c3fd99e39ad"
"Học viên có bao nhiêu ngày làm việc để làm đơn xin phúc tra bài thi kể từ ngày công bố điểm thi, theo Quy chế tuyển sinh và đào tạo trình độ thạc sĩ của Trường Đại học Sư phạm Kỹ thuật Hưng Yên?","[{""content"": ""Trong thời hạn 10 (mười) ngày làm việc kể từ ngày công bố điểm thi, nếu có yêu cầu xem lại bài thi học viên phải làm Đơn xin phúc tra bài thi nộp tại Khoa Chuyên môn theo mẫu quy định."", ""start_index"": 6141, ""end_index"": 6328}]","7aea2652-c9f9-5d72-9434-9c3fd99e39ad"
"Phòng ban nào có trách nhiệm bảo quản và lưu trữ các bài thi kết thúc học phần, bảng điểm gốc thi kết thúc học phần tại Trường Đại học Sư phạm Kỹ thuật Hưng Yên?","[{""content"": ""Các bài thi kết thúc học phần (bài thi tự luận, bài thi trắc nghiệm) cùng với bảng điểm gốc thi kết thúc học phần được bảo quản, lưu trữ tại Phòng ĐBCL&KT."", ""start_index"": 7133, ""end_index"": 7287}]","7aea2652-c9f9-5d72-9434-9c3fd99e39ad"
"Giảng viên tham gia giảng dạy học phần lý thuyết của chương trình đào tạo thạc sĩ cần đáp ứng yêu cầu tối thiểu nào về học vị hoặc chức danh?","[{""content"": ""Giảng viên tham gia giảng dạy các học phần lý thuyết của chương trình đào tạo thạc sĩ phải có học vị tiến sĩ hoặc có chức danh giáo sư, phó giáo sư."", ""start_index"": 674, ""end_index"": 800}]","ff88a685-801c-5fd9-9432-6cc81700d3a1"
"Học viên có quyền đề nghị Nhà trường thay đổi người hướng dẫn luận văn/đề án trong trường hợp nào?","[{""content"": ""Học viên được đề nghị Nhà trường thay người hướng dẫn luận văn/đề án nếu sau 01 (một) tháng, kể từ khi nhận được quyết định giao đề tài và cử người hướng dẫn mà học viên không liên hệ được với người hướng dẫn hoặc không được hướng dẫn thực hiện đề tài luận văn/đề án."", ""start_index"": 2846, ""end_index"": 3103}]","ff88a685-801c-5fd9-9432-6cc81700d3a1"
"Khoa chuyên môn có những trách nhiệm chính nào trong việc quản lý chương trình đào tạo thạc sĩ?","[{""content"": ""Khoa chuyên môn chịu trách nhiệm quản lý chuyên môn theo ngành/chuyên ngành đào tạo được giao, quản lý chuyên môn của các giảng viên tham gia thực hiện chương trình đào tạo, chủ trì việc tổ chức xây dựng, sửa đổi, cập nhật chương trình đào tạo, tổ chức xây dựng học liệu, phối hợp tổ chức xây dựng và thẩm định ngân hàng câu hỏi/đề thi."", ""start_index"": 3695, ""end_index"": 3998}]","ff88a685-801c-5fd9-9432-6cc81700d3a1"
"Phòng Đào tạo có vai trò gì trong công tác tuyển sinh và đào tạo trình độ thạc sĩ?","[{""content"": ""Phòng Đào tạo chịu trách nhiệm quản lý chương trình đào tạo, tuyển sinh, đào tạo, cấp văn bằng; quản lý kế hoạch và việc thực hiện kế hoạch đào tạo của các Khoa chuyên môn; là đơn vị thường trực trong các hội đồng tuyển sinh, hội đồng chuyên môn xét công nhận và chuyển đổi tín chỉ, hội đồng xét công nhận kết quả học tập, hội đồng xét tốt nghiệp."", ""start_index"": 4548, ""end_index"": 4835}]","ff88a685-801c-5fd9-9432-6cc81700d3a1"
"Học viên có những nghĩa vụ tài chính nào liên quan đến chương trình đào tạo thạc sĩ theo quy định của Trường Đại học Sư phạm Kỹ thuật Hưng Yên?","[{""content"": ""Học viên có nghĩa vụ đóng học phí, bao gồm cả phần học phí tăng thêm do phải học bổ sung, học lại, bảo vệ luận văn/đề án lần hai hoặc thực hiện đề tài luận văn/đề án mới theo quy định hợp pháp của trường."", ""start_index"": 2053, ""end_index"": 2235}]","ff88a685-801c-5fd9-9432-6cc81700d3a1"
"Học viên cần thực hiện một đề tài nghiên cứu có khối lượng bao nhiêu tín chỉ để hoàn thành chương trình Thạc sĩ tại Trường Đại học Sư phạm Kỹ thuật Hưng Yên?","[{""content"": ""Học viên phải thực hiện một đề tài nghiên cứu có khối lượng 15 tín chỉ."", ""start_index"": 347, ""end_index"": 417}]","4caa7b60-449f-5dbf-8b93-cb8556395105"
"Theo Quy chế Tuyển sinh và Đào tạo trình độ Thạc sĩ của Trường Đại học Sư phạm Kỹ thuật Hưng Yên, những đơn vị nào chịu trách nhiệm kiểm tra, thanh tra nội bộ việc thực hiện kế hoạch, chương trình, quy chế của Trường liên quan đến tuyển sinh và đào tạo Thạc sĩ?","[{""content"": ""Phòng Thanh tra và Pháp chế chịu trách nhiệm tổ chức kiểm tra, thanh tra nội bộ việc thực hiện kế hoạch, chương trình, quy chế của Trường liên quan đến tuyển sinh và đào tạo Thạc sĩ."", ""start_index"": 947, ""end_index"": 1123}]","4caa7b60-449f-5dbf-8b93-cb8556395105"
"Quy chế Tuyển sinh và Đào tạo trình độ Thạc sĩ của Trường Đại học Sư phạm Kỹ thuật Hưng Yên yêu cầu trình độ tối thiểu của người hướng dẫn luận văn là gì?","[{""content"": ""Người hướng dẫn luận văn phải có trình độ tiến sĩ (đã được cấp bằng tiến sĩ tối thiểu 01 năm), có chuyên môn phù hợp với ngành đào tạo và đề tài luận văn của học viên."", ""start_index"": 2354, ""end_index"": 2489}]","4caa7b60-449f-5dbf-8b93-cb8556395105"
"Theo Quy chế Tuyển sinh và Đào tạo trình độ Thạc sĩ của Trường Đại học Sư phạm Kỹ thuật Hưng Yên, một học viên có thể có tối đa bao nhiêu người hướng dẫn luận văn?","[{""content"": ""Mỗi học viên có 01 hoặc 02 người hướng dẫn luận văn."", ""start_index"": 522, ""end_index"": 573}]","4caa7b60-449f-5dbf-8b93-cb8556395105"
"Theo Quy chế Tuyển sinh và Đào tạo trình độ Thạc sĩ của Trường Đại học Sư phạm Kỹ thuật Hưng Yên, hội đồng đánh giá luận văn thạc sĩ cần có bao nhiêu thành viên?","[{""content"": ""Hội đồng đánh giá luận văn thạc sĩ có 05 thành viên, gồm: Chủ tịch, Thư ký, 02 phản biện và các uỷ viên khác."", ""start_index"": 6468, ""end_index"": 6542}]","4caa7b60-449f-5dbf-8b93-cb8556395105"
"Điểm chấm luận văn thạc sĩ của mỗi thành viên hội đồng được quy định theo thang điểm nào và có thể lẻ đến bao nhiêu?","[{""content"": ""Điểm chấm luận văn của từng thành viên hội đồng theo thang điểm 10, có thể lẻ đến 0,5."", ""start_index"": -1, ""end_index"": -1}]","314e27ac-a9f4-5803-8ae6-26d4f9034fce"
"Học viên có thể được cộng điểm thành tích nghiên cứu cho luận văn thạc sĩ trong trường hợp nào?","[{""content"": ""Học viên có thể được cộng điểm thành tích nghiên cứu tối đa 01 điểm cho những luận văn mà học viên đã có bài báo khoa học công bố trên danh mục tạp chí khoa học chuyên ngành hoặc đề tài ứng dụng đã được nơi ứng dụng đồng ý bằng văn bản về việc chuyển giao, triển khai kết quả nghiên cứu."", ""start_index"": -1, ""end_index"": -1}]","314e27ac-a9f4-5803-8ae6-26d4f9034fce"
"Sau khi bảo vệ thành công luận văn thạc sĩ, học viên phải nộp bao nhiêu quyển luận văn bìa cứng và USB cho các đơn vị nào?","[{""content"": ""Sau khi bảo vệ thành công luận văn, học viên chỉnh sửa và đóng 02 quyển luận văn bìa cứng (có chữ ký của người hướng dẫn và chủ tịch hội đồng), và lưu vào USB nộp về Trung tâm Thông tin Thư viện nhà trường và Khoa Quản lý Chuyên môn (mỗi đơn vị 01 quyển luận văn và 01 USB)."", ""start_index"": -1, ""end_index"": -1}]","314e27ac-a9f4-5803-8ae6-26d4f9034fce"
